City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,codrington,-38.2667,141.9667,25.91,39,0,5.9,AU,1706935984
122,ponta delgada,37.7333,-25.6667,15.4,82,20,4.12,PT,1706935984
123,talnakh,69.4865,88.3972,-14.33,95,100,5.67,RU,1706935984
124,petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,73,0,4.02,RU,1706935985
125,lepsy,46.235,78.9456,-7.32,88,17,3.33,KZ,1706935985
126,udachny,66.4167,112.4,-26.6,80,34,1.27,RU,1706935985
127,gilgit,35.9221,74.3087,-0.23,48,100,0.37,PK,1706935985
128,flying fish cove,-10.4217,105.6791,28.82,74,75,3.6,CX,1706935985
129,sungailiat,-1.85,106.1333,27.05,84,100,3.91,ID,1706935985
130,barclayville,4.6797,-8.2339,25.97,89,78,1.32,LR,1706935985
131,qaqortoq,60.7167,-46.0333,-22.0,79,25,3.93,GL,1706935986
132,keflavik,64.0049,-22.5624,-0.76,55,75,13.38,IS,1706935986
133,goz beida,13.95,20.55,16.24,19,46,2.86,TD,1706935986
134,longyearbyen,78.2186,15.6401,-10.09,79,75,4.63,SJ,1706935986
135,holualoa,19.6228,-155.9522,21.91,94,75,10.8,US,1706935986
136,pionerskiy,54.9508,20.2275,6.91,91,100,16.08,RU,1706935986
137,port blair,11.6667,92.75,30.02,70,20,4.63,IN,1706935987
138,temerluh,3.4506,102.4176,31.1,78,71,0.45,MY,1706935987
139,nova sintra,14.8667,-24.7167,21.25,69,4,2.46,CV,1706935987
140,itoman,26.1247,127.6694,26.43,71,75,5.66,JP,1706935987
141,montbard,47.5833,4.5,3.76,90,75,1.33,FR,1706935987
142,cidreira,-30.1811,-50.2056,23.12,77,0,8.08,BR,1706935987
143,hithadhoo,-0.6,73.0833,28.19,73,55,4.83,MV,1706935987
144,kailua-kona,19.6406,-155.9956,23.98,94,75,10.8,US,1706935988
145,doctor arroyo,23.6667,-100.1833,16.75,39,14,6.42,MX,1706935988
146,thompson,55.7435,-97.8558,-2.91,100,100,0.0,CA,1706935832
147,iskushuban,10.2837,50.23,21.69,80,60,0.44,SO,1706935988
148,melfort,52.8667,-104.6177,1.07,86,8,6.69,CA,1706935988
149,svetlyy,54.675,20.1347,7.03,90,100,12.59,RU,1706935988
150,zuyevka,58.405,51.1335,-8.47,98,100,1.17,RU,1706935988
151,port moresby,-9.4431,147.1797,33.68,59,40,7.72,PG,1706935924
152,la baneza,42.3003,-5.8977,9.22,84,0,1.64,ES,1706935989
153,yuzhno-kurilsk,44.0306,145.8556,-8.12,64,100,10.74,RU,1706935989
154,naze,28.3667,129.4833,22.51,82,92,4.21,JP,1706935989
155,lai,9.3952,16.2989,19.5,27,14,2.63,TD,1706935989
156,cuyo,10.8525,121.0086,26.6,78,52,3.96,PH,1706935989
157,camana,-16.6228,-72.7111,22.77,86,73,2.29,PE,1706935989
158,taltal,-25.4,-70.4833,19.83,84,71,1.65,CL,1706935990
159,nong wua so,17.1626,102.5727,31.83,31,1,1.89,TH,1706935990
160,arraial do cabo,-22.9661,-42.0278,24.0,89,100,1.77,BR,1706935990
161,pacific grove,36.6177,-121.9166,9.12,82,0,2.06,US,1706935990
162,coquimbo,-29.9533,-71.3436,17.85,88,0,1.03,CL,1706935990
163,san patricio,28.017,-97.5169,21.05,96,99,2.52,US,1706935990
164,mount gambier,-37.8333,140.7667,28.32,26,0,4.52,AU,1706935991
165,bonthe,7.5264,-12.505,24.6,90,17,1.05,SL,1706935991
166,omis,43.4447,16.6886,8.99,66,15,2.3,HR,1706935991
167,polyarnyy,69.1989,33.4478,-6.55,71,92,9.21,RU,1706935991
168,baikonur,45.6167,63.3167,-5.04,84,100,3.03,KZ,1706935991
169,fale old settlement,-9.3852,-171.2468,28.24,78,96,5.27,TK,1706935991
170,kenai,60.5544,-151.2583,-23.97,84,0,2.06,US,1706935991
171,bubaque,11.2833,-15.8333,25.69,65,2,3.88,GW,1706935992
172,bushehr,28.9684,50.8385,13.05,67,0,3.09,IR,1706935992
173,chunskiy,56.0815,99.6342,-15.74,89,86,1.44,RU,1706935992
174,acapulco de juarez,16.8634,-99.8901,26.9,78,40,5.14,MX,1706935992
175,atar,20.5169,-13.0499,16.67,15,1,3.97,MR,1706935992
176,tazacorte,28.629,-17.9293,17.86,36,0,3.6,ES,1706935992
177,sao joao da barra,-21.6403,-41.0511,23.38,93,81,1.55,BR,1706935992
178,east ballina,-28.8667,153.5833,27.11,73,48,5.17,AU,1706935993
179,mu'minobod,38.1085,70.0285,2.35,88,100,0.19,TJ,1706935993
180,wailua homesteads,22.0669,-159.378,21.44,59,100,10.8,US,1706935993
181,homosassa springs,28.8036,-82.5759,13.32,93,40,0.0,US,1706935993
182,yamada,39.4667,141.95,2.32,40,98,1.47,JP,1706935993
183,ancud,-41.8697,-73.8203,11.49,89,40,2.65,CL,1706935993
184,tindouf,27.6711,-8.1474,9.56,25,8,4.17,DZ,1706935993
185,utrik,11.2278,169.8474,26.34,85,86,9.43,MH,1706935993
186,tsiombe,-25.3,45.4833,25.54,64,5,5.77,MG,1706935994
187,baukau,51.5526,7.2042,9.98,85,100,5.37,DE,1706935994
188,klyuchi,52.2667,79.1667,-10.26,84,100,6.35,RU,1706935994
189,hadibu,12.65,54.0333,25.49,73,72,1.97,YE,1706935994
190,smithers,54.7804,-127.1743,-3.82,74,0,4.63,CA,1706935994
191,martapura,-3.4167,114.85,30.05,74,40,2.06,ID,1706935994
192,juan griego,11.0817,-63.9655,27.07,83,73,5.14,VE,1706935995
193,kenora,49.8167,-94.4337,-3.46,93,20,3.6,CA,1706935995
194,luwuk,-0.9516,122.7875,29.88,78,97,1.86,ID,1706935995
195,montevideo,-34.8335,-56.1674,23.01,78,0,6.69,UY,1706935832
196,dadukou,26.5479,101.7054,19.02,43,14,1.9,CN,1706935995
197,fort st. john,56.2499,-120.8529,-1.06,93,20,4.12,CA,1706935995
198,al mindak,20.1588,41.2834,8.78,76,29,1.27,SA,1706935995
199,kalaoa,19.7286,-155.9817,21.11,87,75,10.8,US,1706935996
200,santa elena de uairen,4.6167,-61.1333,21.24,65,100,1.2,VE,1706935996
201,nova odesa,47.3078,31.7851,0.0,81,96,4.77,UA,1706935996
202,gadzhiyevo,69.2551,33.3362,-6.81,71,93,9.13,RU,1706935996
203,effingham,32.3669,-81.3332,7.97,63,0,0.81,US,1706935996
204,chulym,55.0997,80.9572,-11.01,93,99,4.89,RU,1706935996
205,kerikeri,-35.2268,173.9474,22.73,61,11,2.68,NZ,1706935996
206,bandarbeyla,9.4942,50.8122,25.39,75,100,3.1,SO,1706935996
207,mariupol,47.0667,37.5,0.06,85,31,5.55,UA,1706935997
208,ruhpolding,47.7667,12.65,5.6,76,38,2.17,DE,1706935997
209,st. john's,47.5649,-52.7093,-1.73,86,100,3.13,CA,1706935997
210,howrah,22.5892,88.3103,22.0,64,0,4.63,IN,1706935997
211,quellon,-43.1167,-73.6167,12.32,73,91,2.32,CL,1706935997
212,atafu village,-8.5421,-172.5159,29.09,71,100,3.55,TK,1706935853
213,kavaratti,10.5669,72.642,27.04,61,96,2.24,IN,1706935997
214,hassi messaoud,31.6804,6.0729,7.92,61,0,0.51,DZ,1706935998
215,oqtosh,39.9214,65.9253,2.79,52,100,4.62,UZ,1706935998
216,lebu,-37.6167,-73.65,15.13,97,10,4.59,CL,1706935998
217,kingscliff,-28.2667,153.5667,30.43,74,100,5.14,AU,1706935998
218,guatire,10.4762,-66.5427,22.08,98,89,0.61,VE,1706935998
219,chinchilla,-26.75,150.6333,36.68,45,0,1.34,AU,1706935998
220,puerto deseado,-47.7503,-65.8938,15.19,57,22,14.98,AR,1706935885
221,saurimo,-9.6608,20.3916,17.76,95,100,0.86,AO,1706935999
222,dom pedrito,-30.9828,-54.6731,19.37,73,0,4.01,BR,1706935999
223,paysandu,-32.3214,-58.0756,23.82,57,0,3.47,UY,1706935999
224,puerto santa,-8.9906,-78.6456,24.22,82,83,3.68,PE,1706935999
225,fort riley north,39.1108,-96.8139,15.45,80,75,2.24,US,1706935999
226,belmonte,-15.8631,-38.8828,24.64,89,70,3.06,BR,1706935937
227,digri,25.1558,69.1113,22.83,33,86,2.82,PK,1706935999
228,east london,-33.0153,27.9116,21.52,88,0,1.03,ZA,1706935999
229,les cayes,18.2,-73.75,23.1,83,23,0.27,HT,1706936000
230,baardheere,2.3446,42.2764,26.85,71,93,5.16,SO,1706936000
231,minas de marcona,-15.2119,-75.1103,18.09,83,89,4.28,PE,1706936000
232,ke-macina,13.9623,-5.3572,20.52,18,97,4.18,ML,1706936000
233,khandyga,62.6667,135.6,-32.04,94,100,1.01,RU,1706936000
234,tatarsk,55.219,75.9828,-16.99,99,87,2.72,RU,1706936000
235,sampacho,-33.3839,-64.7221,27.14,26,3,6.27,AR,1706936000
236,nasarawa,8.5294,7.7242,22.15,25,3,2.0,NG,1706936000
237,malanje,-9.5402,16.341,17.72,99,100,0.97,AO,1706936001
238,lewistown,40.5992,-77.5714,3.78,81,100,0.0,US,1706936001
239,walvis bay,-22.9575,14.5053,19.53,88,100,1.54,NA,1706936001
240,abengourou,6.7297,-3.4964,19.62,71,3,0.97,CI,1706936001
241,twon-brass,4.3151,6.2418,26.17,82,83,2.97,NG,1706936001
242,juneau,58.3019,-134.4197,-6.0,95,100,0.0,US,1706936001
243,kadugli,11.0167,29.7167,17.94,14,52,5.22,SD,1706936002
244,tromso,69.6496,18.957,-3.99,86,75,1.54,NO,1706936002
245,chonchi,-42.6128,-73.8092,11.73,96,67,1.12,CL,1706936002
246,laguna,38.421,-121.4238,9.95,77,0,3.09,US,1706936002
247,bochum,51.4833,7.2167,9.68,82,100,1.79,DE,1706936002
248,cabo san lucas,22.8909,-109.9124,20.84,74,5,6.36,MX,1706935984
249,machico,32.7,-16.7667,18.17,75,40,3.6,PT,1706936002
250,al burayqah,30.4062,19.5739,13.68,62,6,4.5,LY,1706936002
251,rakaw,53.9674,27.0562,1.67,100,100,8.52,BY,1706936002
252,berezovyy,51.6667,135.7,-12.76,62,1,1.02,RU,1706936003
253,an nuhud,12.7,28.4333,12.81,22,8,6.01,SD,1706936003
254,palikir - national government center,6.9248,158.1611,29.47,74,100,4.12,FM,1706936003
255,mahina,-17.5065,-149.489,27.87,74,20,1.54,PF,1706936003
256,hawaiian paradise park,19.5933,-154.9731,20.02,96,100,10.29,US,1706936003
257,saudarkrokur,65.7461,-19.6394,-4.66,71,100,7.96,IS,1706936003
258,sorong,-0.8833,131.25,28.91,75,35,6.05,ID,1706936003
259,sogndal,61.2283,7.1003,4.21,86,99,6.69,NO,1706936004
260,senanga,-16.1167,23.2667,19.48,90,93,1.47,ZM,1706936004
261,brush,40.2589,-103.6238,5.57,100,100,5.66,US,1706935727
262,iskateley,67.6803,53.1512,-9.43,90,87,6.71,RU,1706936004
263,goba,7.0167,39.9833,13.31,55,49,1.38,ET,1706936004
264,fort bragg,35.139,-79.006,9.91,63,0,3.09,US,1706936004
265,ziro,27.6333,93.8333,4.41,94,100,0.24,IN,1706936004
266,grand forks,47.9417,-97.4337,0.96,84,40,5.66,US,1706936005
267,yarim,14.298,44.3779,12.53,72,6,0.95,YE,1706936005
268,inirida,3.8653,-67.9239,24.58,91,55,1.25,CO,1706935763
269,mbanza kongo,-6.267,14.2401,20.49,97,100,0.85,AO,1706936005
270,kampot,10.6167,104.1833,29.03,56,69,2.65,KH,1706936005
271,saint-philippe,-21.3585,55.7679,25.77,81,76,6.05,RE,1706936005
272,murghob,38.1702,73.9667,-14.15,58,83,2.0,TJ,1706936005
273,flin flon,54.7682,-101.865,-2.46,93,11,2.57,CA,1706936006
274,saint-pierre,-21.3393,55.4781,25.82,69,75,6.69,RE,1706936006
275,ain oussera,35.4514,2.9058,5.33,90,0,1.02,DZ,1706936006
276,plastun,44.7561,136.2939,-6.35,42,0,4.69,RU,1706936006
277,dogondoutchi,13.6393,4.0287,17.05,22,26,4.57,NE,1706936006
278,waddan,29.1614,16.139,7.43,56,6,0.64,LY,1706936006
279,san matias,-16.3667,-58.4,23.02,84,58,2.28,BO,1706936006
280,fort mcmurray,56.7268,-111.381,-2.23,86,100,3.6,CA,1706936006
281,fuglafjordur,62.244,-6.814,3.26,70,75,19.82,FO,1706936007
282,bintulu,3.1667,113.0333,29.23,79,40,2.24,MY,1706936007
283,caconda,-13.7333,15.0667,15.99,97,99,1.46,AO,1706936007
284,qacha's nek,-30.1154,28.6894,17.45,57,67,1.7,LS,1706936007
285,dudhi,24.2167,83.25,22.23,27,2,3.72,IN,1706936007
286,hohhot,40.8106,111.6522,-1.84,46,0,1.0,CN,1706936007
287,albertina,-22.2008,-46.6158,18.32,82,100,1.76,BR,1706936007
288,port shepstone,-30.7414,30.455,22.95,84,15,6.42,ZA,1706936007
289,oelde,51.8167,8.15,9.79,97,100,7.86,DE,1706936008
290,varzea da palma,-17.5981,-44.7308,20.48,82,100,1.14,BR,1706936008
291,matane,48.8286,-67.522,-9.84,93,98,2.71,CA,1706936008
292,the pas,53.8251,-101.2541,-1.99,93,0,5.14,CA,1706936008
293,al kharijah,25.4514,30.5464,7.54,51,0,2.6,EG,1706936008
294,marsa alam,25.0757,34.8918,15.29,50,24,4.1,EG,1706936008
295,i-n-salah,27.1935,2.4607,10.05,32,0,5.31,DZ,1706936008
296,arkhangel'sk,64.5401,40.5433,-5.94,93,75,2.0,RU,1706936008
297,taesal-li,36.9714,126.4542,4.23,76,100,1.72,KR,1706936009
298,axim,4.8699,-2.2405,25.75,90,6,0.82,GH,1706936009
299,mosjoen,65.836,13.1908,4.29,60,75,4.12,NO,1706936009
300,tuscumbia,34.7312,-87.7025,12.62,77,0,0.0,US,1706936009
301,susuman,62.7833,148.1667,-25.57,91,98,1.79,RU,1706936009
302,georgetown,5.4112,100.3354,30.96,74,20,4.12,MY,1706936009
303,hengchun,22.0042,120.7439,25.27,70,21,8.02,TW,1706936009
304,jutai,-5.1833,-68.9,22.81,96,82,0.67,BR,1706936010
305,palu,-0.8917,119.8707,30.5,70,99,2.34,ID,1706936010
306,sosnovo-ozerskoye,52.5249,111.5418,-20.81,86,76,1.35,RU,1706936010
307,el granada,37.5027,-122.4694,10.46,87,40,3.09,US,1706936010
308,nakonde,-9.3421,32.745,16.39,97,100,1.33,ZM,1706936010
309,onega,63.9061,38.1404,-13.97,99,99,1.44,RU,1706936010
310,key west,24.5557,-81.7826,18.89,88,0,2.06,US,1706936010
311,san felipe,10.3399,-68.7425,23.01,96,98,1.32,VE,1706936011
312,shantobe,52.4581,68.1839,-5.62,95,100,5.96,KZ,1706936011
313,gaspe,48.8334,-64.4819,-8.05,85,20,2.57,CA,1706935983
314,bamboo flat,11.7,92.7167,30.05,70,20,4.63,IN,1706936011
315,alofi,-19.0595,-169.9187,27.94,89,100,2.57,NU,1706936011
316,afaahiti,-17.75,-149.2833,26.93,71,87,3.86,PF,1706936011
317,kokstad,-30.5472,29.4241,18.54,83,100,1.65,ZA,1706936011
318,carbonear,47.7332,-53.2148,-1.05,83,91,2.41,CA,1706936011
319,okhotsk,59.3833,143.3,-20.22,78,3,6.85,RU,1706936012
320,namibe,-15.1961,12.1522,25.65,83,100,2.03,AO,1706936012
321,den burg,53.0542,4.7972,9.98,90,100,8.23,NL,1706936012
322,soconusco,17.9667,-94.8667,20.14,91,3,2.04,MX,1706936012
323,saran,47.9501,1.876,10.64,97,100,2.06,FR,1706936012
324,ulladulla,-35.35,150.4667,34.32,63,14,8.0,AU,1706936012
325,suva,-18.1416,178.4415,30.71,70,75,3.09,FJ,1706936012
326,villa dolores,-31.9459,-65.1896,26.78,30,71,3.15,AR,1706936013
327,saint-francois,46.4154,3.9054,3.69,100,100,1.54,FR,1706936013
328,kalmunai,7.4167,81.8167,28.03,73,49,4.32,LK,1706936013
329,new norfolk,-42.7826,147.0587,28.72,30,0,5.44,AU,1706936013
330,soio,-6.1349,12.3689,26.42,81,100,1.74,AO,1706936013
331,santa isabel,-23.3156,-46.2214,20.61,99,99,1.31,BR,1706936013
332,malindi,-3.2175,40.1191,25.09,83,40,0.0,KE,1706936013
333,ust-nera,64.5667,143.2,-29.34,100,90,0.45,RU,1706936013
334,srikakulam,18.3,83.9,28.69,50,20,1.15,IN,1706936014
335,daru,-9.0763,143.2092,32.64,59,98,4.17,PG,1706936014
336,carnarvon,-24.8667,113.6333,28.32,63,3,7.0,AU,1706936014
337,nyandoma,61.669,40.1991,-17.74,100,100,0.63,RU,1706936014
338,atherton,53.5237,-2.4935,11.86,91,97,1.79,GB,1706936014
339,briviesca,42.5499,-3.3232,1.08,82,6,0.65,ES,1706936014
340,filingue,14.3521,3.3168,18.13,20,96,5.08,NE,1706936015
341,kapa'a,22.0752,-159.319,22.18,58,100,10.8,US,1706935734
342,drabiv,49.963,32.1529,-0.35,90,100,5.73,UA,1706936015
343,vorkuta,67.5,64.0,-14.53,89,97,4.95,RU,1706936015
344,tilisarao,-32.7329,-65.2911,23.67,38,59,0.66,AR,1706936015
345,san antonio de pale,-1.4014,5.6325,28.11,74,100,3.45,GQ,1706936015
346,vacoas,-20.2981,57.4783,26.59,70,13,0.45,MU,1706936015
347,hinton,53.4001,-117.5857,2.52,85,100,2.06,CA,1706936015
348,pratt,37.6439,-98.7376,13.34,100,100,5.14,US,1706936016
349,bela,25.9333,81.9833,20.96,22,0,6.32,IN,1706936016
350,sunne,59.8376,13.143,6.23,73,31,5.12,SE,1706936016
351,zapala,-38.8992,-70.0544,15.43,49,67,6.82,AR,1706936016
352,vulcanesti,45.6842,28.4028,-0.28,92,64,3.84,MD,1706936016
353,lappeenranta,61.0587,28.1887,-1.97,93,100,3.6,FI,1706936016
354,bulakamba,-6.8748,108.9559,30.41,64,100,3.28,ID,1706936016
355,quiberon,47.4841,-3.1196,10.04,92,100,0.45,FR,1706936017
356,san juan sacatepequez,14.7189,-90.6442,14.8,94,40,4.12,GT,1706936017
